fact_id,date,month_date,customer_state,payment_type,product_category_name,revenue,orders,total_payment_value,avg_price,avg_freight,batch_id,updated_at
dacc1680f2dd179a16e8c174e7471405c64303ec35067410bf1639a107a985aa,2016-10-04,2016-10-01,mg,credit_card,bebes,28798.560000000085,1,2607.599999999995,199.99000000000058,17.30999999999996,batch_20260109_2216,2026-01-09 18:38:59
d76faaad9b63134ec7cdcdb17ff5f49fcb68d7e559addc41e98bdd0463b2b9da,2016-10-04,2016-10-01,rs,credit_card,consoles_games,136798.56000000026,1,11788.920000000024,949.9900000000018,32.42000000000005,batch_20260109_2216,2026-01-09 18:38:59
fe40c5de9c85fec17ba407722d39a5a68e26edb362ab64ac50c7d1a85ff17a6d,2016-10-04,2016-10-01,pa,credit_card,moveis_decoracao,27216.0,1,2849.3999999999924,189.0,48.44999999999988,batch_20260109_2216,2026-01-09 18:38:59
e7e7d1f30d771fa47732559db9c7b3208e54ea237cbef000a83ddbd00f1abe2d,2016-10-04,2016-10-01,sc,credit_card,telefonia_fixa,28656.0,1,2579.759999999996,199.0,15.980000000000015,batch_20260109_2216,2026-01-09 18:38:59
098a3678e86b8340dec3d5a48a4b08db01d144943e735b802598e21479cc585c,2016-10-04,2016-10-01,sp,credit_card,perfumaria,53236.80000000005,3,5004.120000000006,123.23333333333345,15.769999999999975,batch_20260109_2216,2026-01-09 18:38:59
61d13515fdd8d2ebb0a05e51d9c061000d58b2d7e1f72195f91c0dad8a5a9a81,2016-10-04,2016-10-01,sp,credit_card,brinquedos,28640.159999999967,2,2790.1200000000053,99.44499999999988,16.809999999999967,batch_20260109_2216,2026-01-09 18:38:59
718050684a87e2061d513c6826cf99209951ebdbac86513bbdcc69d721623453,2016-10-04,2016-10-01,pr,credit_card,beleza_saude,7185.599999999983,1,800.1599999999977,49.899999999999885,16.780000000000012,batch_20260109_2216,2026-01-09 18:38:59
d4dce3815b6c010c0ce72557399232119b3db3e8aa3a75db208c6ebd8f612534,2016-10-04,2016-10-01,sp,credit_card,moveis_decoracao,7185.599999999983,1,739.6799999999988,49.899999999999885,11.740000000000007,batch_20260109_2216,2026-01-09 18:38:59
ec46dc7519cf6b5ae2e1f7f2636b10e0bdb55aaa24bafd939e4680843064162e,2016-10-04,2016-10-01,es,boleto,beleza_saude,14385.599999999966,1,1433.160000000003,99.89999999999976,19.53000000000004,batch_20260109_2216,2026-01-09 18:38:59
d2a92c318aa5d19aeebb7af807470c8389a3feb88bd9c76d955ebd6c1468bbec,2016-10-04,2016-10-01,sp,credit_card,moveis_escritorio,12526.559999999974,1,1382.6400000000024,86.98999999999982,28.230000000000015,batch_20260109_2216,2026-01-09 18:38:59
56556f5bbbc29ec1e40afd1d921d1b6be04ca19956d50a38d4dd4acd82686d5d,2016-10-04,2016-10-01,sp,debit_card,unknown,7198.559999999978,1,786.0000000000013,49.989999999999846,15.51000000000001,batch_20260109_2216,2026-01-09 18:38:59
bf92787e33cffa11cec9028f864e134e708a00889b11b6dcbe60fe7fd906d2b2,2016-10-04,2016-10-01,mg,credit_card,brinquedos,54705.60000000014,1,4777.439999999998,379.90000000000094,18.219999999999974,batch_20260109_2216,2026-01-09 18:38:59
a8cf518cbd173bd7a485f018900aa8f5e55b5277b675512eb671885b08646fbe,2016-10-04,2016-10-01,rj,voucher,moveis_decoracao,9777.599999999973,1,1042.560000000001,67.8999999999998,18.980000000000015,batch_20260109_2216,2026-01-09 18:38:59
d40e681a251a766f06c775cfa8126a51296f356fc7609784b885ab24c5031267,2016-10-04,2016-10-01,rj,credit_card,consoles_games,136798.56000000026,1,11758.919999999973,949.9900000000018,29.920000000000048,batch_20260109_2216,2026-01-09 18:38:59
3c0e39f1ce5f4dd316aacc7469e21f0ebbc380f2002834fcb0cd3c521e1fc1bd,2016-10-04,2016-10-01,sp,credit_card,utilidades_domesticas,41716.7999999999,3,4245.12000000001,96.56666666666644,21.353333333333325,batch_20260109_2216,2026-01-09 18:38:59
98896d2bae7a4af0fa220714e6e6a6ee94b256b379c8398e632cf22168599c3f,2016-10-04,2016-10-01,mt,credit_card,moveis_decoracao,6883.199999999969,1,1217.2800000000045,23.899999999999892,26.8199999999999,batch_20260109_2216,2026-01-09 18:38:59
ca0070914676c6094908f8277505a733fd95d3ce1a82498982135f324f72fcef,2016-10-04,2016-10-01,rj,credit_card,esporte_lazer,57456.0,1,5369.880000000009,399.0,48.48999999999985,batch_20260109_2216,2026-01-09 18:38:59
710f739e0d5fd614bc3531bd1f1b04d54d72b379a819c5b77f960b77d4b20449,2016-10-04,2016-10-01,rj,credit_card,beleza_saude,8337.599999999979,1,870.1200000000017,57.89999999999985,14.60999999999996,batch_20260109_2216,2026-01-09 18:38:59
0fbab559b08856b6335c8a17ade4edb7ac5d09cb81606f4470378e829b902797,2016-10-04,2016-10-01,ce,credit_card,perfumaria,35985.60000000009,1,3333.719999999991,249.90000000000066,27.909999999999947,batch_20260109_2216,2026-01-09 18:38:59
86ef7e4878080ce354bd85a00f9b877fa2d15c6b59af38468dc9f5dcc4b3ff6b,2016-10-04,2016-10-01,pr,boleto,bebes,11491.199999999939,1,1306.0800000000027,39.899999999999785,14.51999999999997,batch_20260109_2216,2026-01-09 18:38:59
d287bf46ee8f8bf159af4b42628e403ef9a73e498b51fdca1b7253810e544217,2016-10-04,2016-10-01,mg,credit_card,beleza_saude,29779.19999999998,2,2924.0400000000054,103.39999999999992,18.435000000000016,batch_20260109_2216,2026-01-09 18:38:59
fcc6525452b949a80f3ee6ee5aa4e274b780e7176b598c164032152663eeedbd,2016-10-04,2016-10-01,pr,credit_card,moveis_decoracao,23011.200000000066,1,2299.4399999999914,79.90000000000023,15.909999999999936,batch_20260109_2216,2026-01-09 18:38:59
e59efc195e520d81f8e2afce63501621cadf5b75e991f67c23082e8ef52334cb,2016-10-04,2016-10-01,pr,credit_card,cama_mesa_banho,23011.200000000066,1,2299.4399999999914,79.90000000000023,15.909999999999936,batch_20260109_2216,2026-01-09 18:38:59
02960196848204459e3d385f044a08d690e6fa668800cfa7a381fc440063a422,2016-10-04,2016-10-01,sp,credit_card,beleza_saude,29779.19999999995,3,2968.800000000001,68.93333333333322,13.533333333333312,batch_20260109_2216,2026-01-09 18:38:59
b037222da793a3a9bbe13bb60dd3729e60e8595e16d793567039a531df3dab3d,2016-10-04,2016-10-01,pe,boleto,esporte_lazer,21585.600000000024,1,2127.3599999999988,149.90000000000018,27.38000000000008,batch_20260109_2216,2026-01-09 18:38:59
9a64c110235aae4f31585eec87416b1dd7bf5a4df840fe0225e6672673b74086,2016-10-04,2016-10-01,rn,credit_card,moveis_decoracao,21312.0,1,2137.3199999999983,148.0,30.11000000000002,batch_20260109_2216,2026-01-09 18:38:59
d6c3a718516abcc2bb60215370f51aa444ddee9cdb5f574a3a33e03c110199c2,2016-10-04,2016-10-01,mg,credit_card,moveis_decoracao,2865.6000000000076,1,413.0400000000007,19.900000000000052,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
55f4a73b9c0ed797f480e008f612fa2ed63ce8682fd8f99215a0845af4360fe6,2016-10-04,2016-10-01,mg,credit_card,climatizacao,43198.560000000005,1,3828.0000000000077,299.99,19.01000000000005,batch_20260109_2216,2026-01-09 18:38:59
c227b8740a29afd8a07fbacfe25fc413f06f8b2ab13370cecf183fd920dae4ed,2016-10-04,2016-10-01,sp,boleto,informatica_acessorios,10224.0,1,992.2800000000021,71.0,11.690000000000037,batch_20260109_2216,2026-01-09 18:38:59
561684d687d6755d1bc8b2b1f42f37792e8fdbd6b77c5c0d33681aaecd68b31a,2016-10-04,2016-10-01,rj,credit_card,moveis_decoracao,30772.799999999916,2,3131.6399999999953,71.23333333333314,15.756666666666629,batch_20260109_2216,2026-01-09 18:38:59
ec3ef0990995212156c7d3c79222d24189220bab634d65f483db7df64befa86f,2016-10-04,2016-10-01,mg,credit_card,perfumaria,42451.20000000008,2,3937.080000000002,147.40000000000026,16.645000000000007,batch_20260109_2216,2026-01-09 18:38:59
754b6e0375d13df5e56fd8106801c7f5629cbae073f5571aef55e5c75c5509bf,2016-10-04,2016-10-01,rs,boleto,moveis_decoracao,5758.55999999998,1,747.9599999999992,39.98999999999987,22.34000000000003,batch_20260109_2216,2026-01-09 18:38:59
b4721dc66823e5e17502e7b9c82476fd5f971c20f9336c8ff891de917ec34248,2016-10-04,2016-10-01,rj,credit_card,perfumaria,35985.60000000009,1,3167.1600000000053,249.90000000000066,14.029999999999978,batch_20260109_2216,2026-01-09 18:38:59
1f05e6b0fa540fb2347bae1f375a599ac1b18d10d159332fb9b061b8db0d5afa,2016-10-04,2016-10-01,sp,credit_card,fashion_roupa_masculina,597.5999999999998,1,71.71999999999996,24.89999999999999,10.960000000000006,batch_20260109_2216,2026-01-09 18:38:59
4a446719eb1e816b9869beb25d613216e8f9390bfd31b5944c73073cf643e40f,2016-10-04,2016-10-01,sp,credit_card,consoles_games,4678.559999999983,1,530.7600000000001,32.48999999999988,11.740000000000007,batch_20260109_2216,2026-01-09 18:38:59
a091204f3aa09b781d45af221fcc616e263a6a219a1f61bb37acee1842d7de52,2016-10-04,2016-10-01,mg,boleto,esporte_lazer,21598.560000000034,1,2080.800000000004,149.99000000000024,23.409999999999965,batch_20260109_2216,2026-01-09 18:38:59
3831510745b1ddcef796f1199906d4ce3ab5ac05e6dbc685fe5733f3f6162620,2016-10-04,2016-10-01,sp,credit_card,automotivo,1425.600000000002,1,223.44000000000048,9.900000000000013,8.72000000000002,batch_20260109_2216,2026-01-09 18:38:59
d2486b543695b02348874ea4f6a514c901dba23e751a00e20f29b9779b9f056d,2016-10-04,2016-10-01,rj,credit_card,cool_stuff,12945.599999999968,1,1288.9199999999985,89.89999999999978,17.510000000000034,batch_20260109_2216,2026-01-09 18:38:59
60e9160d7269b9037eab5ad8c3ca1f84a8497a10a33dfa9fa81bb0fb39dec929,2016-10-04,2016-10-01,sp,credit_card,ferramentas_jardim,25905.600000000053,1,2355.2400000000002,179.90000000000038,16.36999999999994,batch_20260109_2216,2026-01-09 18:38:59
ee8dcea0cdc38bb1df0c8259f889729eed2f74502203c0cee6500717212d20e3,2016-10-04,2016-10-01,sc,credit_card,beleza_saude,17251.19999999995,1,1794.4799999999925,59.89999999999983,14.86999999999992,batch_20260109_2216,2026-01-09 18:38:59
d780dabdedcc8e896941f6512bab89ec0ca56fb64360a97fa2283509aec75c27,2016-10-04,2016-10-01,rj,credit_card,brinquedos,18691.199999999986,1,1958.399999999991,64.89999999999995,16.69999999999991,batch_20260109_2216,2026-01-09 18:38:59
008e12ba51368419373e1508bf8356f391ecca0839ffe36e736cac397f450a1a,2016-10-05,2016-10-01,pr,credit_card,informatica_acessorios,6320.160000000013,1,700.9199999999987,43.890000000000086,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
22edeb45950fbaeac30921feabbb84851d14b0e9e0c7bc8e676f9d1d1519ed06,2016-10-05,2016-10-01,mg,boleto,informatica_acessorios,3598.5599999999868,1,513.2399999999999,24.98999999999991,17.78000000000002,batch_20260109_2216,2026-01-09 18:38:59
13950bf2e163cb71c5190251c830955739d188a0109fc3ba22cf3693e78030f8,2016-10-05,2016-10-01,sp,credit_card,automotivo,49664.16000000009,2,4514.279999999997,172.4450000000003,15.650000000000022,batch_20260109_2216,2026-01-09 18:38:59
f3acf89b06080dcc86ef426e0169554ea204bd0d4f9fa4b4e813665ee1c16803,2016-10-05,2016-10-01,mg,boleto,moveis_decoracao,2865.6000000000076,1,413.0400000000007,19.900000000000052,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
cfa7eddea79ebf74e89f818464a4dddbc03be6af842e79303170140a63b7960d,2016-10-05,2016-10-01,pa,boleto,brinquedos,90705.59999999987,1,7967.16000000002,629.8999999999992,34.03000000000003,batch_20260109_2216,2026-01-09 18:38:59
62c11863bffd87df360f795de7b936aaab2b697e4afcb662516a85b607ecbe4f,2016-10-05,2016-10-01,go,credit_card,perfumaria,35985.60000000009,1,3249.0,249.90000000000066,20.849999999999948,batch_20260109_2216,2026-01-09 18:38:59
df274ecc7cdee25b4bfaef5e3b56bb53ef3d3d2ce729b4318bf5949a258710bf,2016-10-05,2016-10-01,sp,boleto,moveis_escritorio,12526.559999999974,1,1382.6400000000024,86.98999999999982,28.230000000000015,batch_20260109_2216,2026-01-09 18:38:59
ae2f9bb2d67298dd2e4cc6701fc3bfe6a945cb9d6af4b4901464cd9e06500145,2016-10-05,2016-10-01,mg,credit_card,cama_mesa_banho,24465.600000000046,1,2218.439999999995,169.90000000000032,14.970000000000011,batch_20260109_2216,2026-01-09 18:38:59
12947ef2e79ee123ce7a9b671fbdb8982aae1a3534f58094877228a05aa1108e,2016-10-05,2016-10-01,sp,boleto,telefonia_fixa,21598.560000000034,1,1939.7999999999975,149.99000000000024,11.660000000000027,batch_20260109_2216,2026-01-09 18:38:59
70ef1f030d29002358a0eb21ea3cce5e8c49547d7f975bf9e5b030dbdf56d656,2016-10-05,2016-10-01,rj,credit_card,bebes,47518.55999999998,1,4112.279999999989,329.9899999999999,12.70000000000003,batch_20260109_2216,2026-01-09 18:38:59
36946602c2875fa41ef9ea4a3ac17e06397ca40d8ab5b5e4247266e3a08bc7dc,2016-10-05,2016-10-01,mg,credit_card,fashion_roupa_feminina,7905.599999999979,1,835.560000000001,54.89999999999986,14.730000000000015,batch_20260109_2216,2026-01-09 18:38:59
3a27746898db981ff0a8709c32274488437354d8fcaae49de7966fe0f3274427,2016-10-05,2016-10-01,sp,credit_card,moveis_decoracao,18212.40000000001,3,2512.880000000003,20.50945945945947,13.448378378378413,batch_20260109_2216,2026-01-09 18:38:59
09c2c34f7bec807f5d604851432571e8cb7029128008bb9f07e58735ed5a0716,2016-10-05,2016-10-01,pr,voucher,beleza_saude,8625.599999999977,1,854.5200000000003,59.899999999999835,11.309999999999963,batch_20260109_2216,2026-01-09 18:38:59
e069dffb6b07d4e2fd4c6176b2f158c93af76a15fb2953332b8247ae838f3ae0,2016-10-05,2016-10-01,rj,boleto,automotivo,1440.0,1,294.2399999999998,10.0,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
2770a579cad4897c97506b1dd740348c29e8efda9b1663769897d6de9869570c,2016-10-05,2016-10-01,sp,credit_card,telefonia,4305.600000000006,1,490.3199999999982,29.90000000000004,10.960000000000022,batch_20260109_2216,2026-01-09 18:38:59
9aea4d32557648482086ac5a80f59b64cdcd9d55538419d91a1c7c28b9e81fd6,2016-10-05,2016-10-01,mg,credit_card,telefonia,11491.199999999939,1,1306.0800000000027,39.899999999999785,14.51999999999999,batch_20260109_2216,2026-01-09 18:38:59
c6d81b06bc04c1d3a655702b1853c80b98f1b8fe5dee46214eadfc0fbd7d7de6,2016-10-05,2016-10-01,ce,credit_card,consoles_games,90705.59999999987,1,7940.999999999984,629.8999999999992,31.849999999999984,batch_20260109_2216,2026-01-09 18:38:59
7983fcde5e1a49bcd94fa2759ad0bce9e9efbd669f5b55e91f05d46da0698ebb,2016-10-05,2016-10-01,mg,credit_card,brinquedos,35840.159999999974,2,3416.520000000004,124.44499999999991,17.91000000000001,batch_20260109_2216,2026-01-09 18:38:59
9f4d7f205084aec44b145a66de6af429097aad09d833081ccd098423d1875b6a,2016-10-05,2016-10-01,ma,boleto,market_place,67305.60000000073,1,7502.400000000042,77.90000000000084,26.299999999999585,batch_20260109_2216,2026-01-09 18:38:59
4b7916e58059c7b54f55dffc9a55321fa2b599e3ea624c0715fd6bb8890121c3,2016-10-05,2016-10-01,sc,credit_card,climatizacao,86342.39999999964,1,8123.039999999981,149.89999999999938,19.329999999999938,batch_20260109_2216,2026-01-09 18:38:59
b2f8b24c248aefcae5009f764f89f8da3cfbce403c5f47dc637380ad3dbe020b,2016-10-05,2016-10-01,rs,credit_card,brinquedos,18561.59999999999,1,1825.4400000000026,128.89999999999995,23.219999999999935,batch_20260109_2216,2026-01-09 18:38:59
e156ea01e63ee14e5be54d86f0404f5ddd32ef4a4f84565f554ea386ae6672a2,2016-10-05,2016-10-01,pe,credit_card,esporte_lazer,93456.0,1,9817.439999999971,649.0,169.1199999999999,batch_20260109_2216,2026-01-09 18:38:59
181c4984589ca58d7e3271364498bf6d43e68bd126c3a05a46caec36f2cdace6,2016-10-05,2016-10-01,rs,boleto,brinquedos,18718.560000000005,1,1849.2000000000025,129.99000000000004,24.110000000000028,batch_20260109_2216,2026-01-09 18:38:59
e277af96b6c586b7036295a1110a675f291b443205849e2bbdef985add0611d7,2016-10-05,2016-10-01,rs,boleto,industria_comercio_e_negocios,12945.599999999968,1,1358.0400000000006,89.89999999999978,23.269999999999985,batch_20260109_2216,2026-01-09 18:38:59
86241256704f2294878e07d0a78506aa508224f822e01762ccf07c7d9a620c62,2016-10-05,2016-10-01,mg,credit_card,beleza_saude,4459.679999999991,1,545.8800000000012,30.96999999999994,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
ad475c1939bce21178d7350a9bb06fbd34442aed12a7dda39053b499c2ce441a,2016-10-05,2016-10-01,rj,credit_card,perfumaria,8625.599999999977,1,854.3999999999972,59.899999999999835,11.299999999999972,batch_20260109_2216,2026-01-09 18:38:59
fcc844730b065dab570c5a5d926d1c9e8bdf4b96f3270bdf9056dc29dd2562ba,2016-10-05,2016-10-01,pe,credit_card,perfumaria,35985.60000000009,1,3285.2399999999884,249.90000000000066,23.869999999999926,batch_20260109_2216,2026-01-09 18:38:59
782b9529ee287c98077b75f61b7b542ce1d7f703a711df1f596a65d52a4b9ab7,2016-10-05,2016-10-01,pe,boleto,informatica_acessorios,10800.0,1,1146.96,75.0,20.57999999999996,batch_20260109_2216,2026-01-09 18:38:59
06f9340d6c28c2a97528cbe91032dbee40079eb4aff1efb6428c24a2ff800dd8,2016-10-05,2016-10-01,pr,credit_card,beleza_saude,4459.679999999991,1,545.8800000000012,30.96999999999994,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
13f8fe71b8899f966f795fa473f54d286c995079502b3ade88d4eb769d02dd37,2016-10-05,2016-10-01,sp,credit_card,fashion_roupa_masculina,2988.0000000000064,1,358.6000000000007,24.900000000000052,10.960000000000019,batch_20260109_2216,2026-01-09 18:38:59
0783902665e146c780964b32684413a7ebbb22ac63b9ecd5f065d24c268d59b8,2016-10-05,2016-10-01,rs,credit_card,moveis_decoracao,36911.76,2,3332.0199999999904,219.71285714285716,18.288571428571423,batch_20260109_2216,2026-01-09 18:38:59
e44ff9cc4de2296d7060d229b05546210e90c71cacb30e3f25a765ae16180ecb,2016-10-05,2016-10-01,df,credit_card,brinquedos,14673.599999999966,1,1478.3999999999985,101.89999999999976,21.30000000000004,batch_20260109_2216,2026-01-09 18:38:59
84509247571997618223e3f81cd0e69ca5337409f2efa90822fd54d40a569fcc,2016-10-06,2016-10-01,rj,credit_card,cool_stuff,19713.600000000006,1,1951.1999999999955,136.90000000000003,25.699999999999935,batch_20260109_2216,2026-01-09 18:38:59
48e02f54cc234340795512bce8b17e1589b7567f9f687c8eaa9333ab605e22f1,2016-10-06,2016-10-01,rj,credit_card,bebes,5745.599999999991,1,610.3200000000011,39.89999999999994,10.960000000000022,batch_20260109_2216,2026-01-09 18:38:59
196257e7d56b4543a074e4dd7843cfbb1b125189be77cdf081bb74b15518e53c,2016-10-06,2016-10-01,pr,credit_card,esporte_lazer,2721.600000000007,1,401.04000000000104,18.90000000000005,14.519999999999985,batch_20260109_2216,2026-01-09 18:38:59
6f51523268c2fb3fbb748193f2034696bfca2736d394d30fb5ba58816d0aa170,2016-10-06,2016-10-01,es,credit_card,cool_stuff,10065.599999999973,1,1069.9199999999973,69.8999999999998,19.26000000000005,batch_20260109_2216,2026-01-09 18:38:59
8afcf18a82498cdd02ed91b374e5008f6b9a163aa4376e00c9d2b7a18a380b58,2016-10-06,2016-10-01,mg,boleto,beleza_saude,14397.119999999946,1,1549.9199999999985,49.98999999999981,14.590000000000057,batch_20260109_2216,2026-01-09 18:38:59
ac22da8c4acf202c4122e8a70fa2c224b768c5caee99685d024e0bb62eee94dc,2016-10-06,2016-10-01,pr,credit_card,fashion_bolsas_e_acessorios,7171.199999999965,1,982.8000000000045,24.899999999999878,22.930000000000067,batch_20260109_2216,2026-01-09 18:38:59
7a23d4af9e4164b13bb1132153f76932f621e378e593b0e6edec0376bf8aba38,2016-10-06,2016-10-01,sp,credit_card,telefonia_fixa,11518.559999999974,1,1093.9200000000017,79.98999999999982,11.170000000000014,batch_20260109_2216,2026-01-09 18:38:59
9b09c046c44a0ed5b2583f3cf382e80dbba00491a549641f0fc592b54ff50eff,2016-10-06,2016-10-01,sp,credit_card,brinquedos,21655.199999999993,2,2029.1600000000037,128.89999999999995,16.039999999999978,batch_20260109_2216,2026-01-09 18:38:59
a3afa84709a877bbb1db3367cad8bfb1ccc0df71796d635de45e56a92b28d113,2016-10-06,2016-10-01,sp,credit_card,telefonia,4305.600000000006,1,463.4399999999982,29.90000000000004,8.72000000000002,batch_20260109_2216,2026-01-09 18:38:59
24082b45c2429e4ab09931e665f0e99351004de56c24227c3bfeffb3fe5b6c78,2016-10-06,2016-10-01,mg,credit_card,perfumaria,12945.599999999968,1,1264.680000000003,89.89999999999978,15.48999999999999,batch_20260109_2216,2026-01-09 18:38:59
e90712c4e49630443f0c90bcb3bdd68071d6533173f8d048a40981c6d6462cbf,2016-10-06,2016-10-01,go,credit_card,brinquedos,6046.5599999999795,1,732.7200000000005,41.98999999999986,19.070000000000025,batch_20260109_2216,2026-01-09 18:38:59
889a752f0c8cbcc55159ca43ac6e14ee320f942087b584f01bf31e84b4ac87d4,2016-10-06,2016-10-01,rs,credit_card,moveis_decoracao,5998.799999999983,1,693.4999999999999,49.98999999999986,19.359999999999975,batch_20260109_2216,2026-01-09 18:38:59
3e621f3de118deb2d58cf2da99c149def752acd2522ab6c53f8319171899b8cd,2016-10-06,2016-10-01,sp,credit_card,eletronicos,15550.559999999974,1,1437.4800000000012,107.98999999999982,11.79999999999997,batch_20260109_2216,2026-01-09 18:38:59
f417e8b32ef49600d2407d2b918c479d90d4e3cbeb12a2c8d3c9b3a505f20eb4,2016-10-06,2016-10-01,sc,credit_card,beleza_saude,15838.559999999974,1,1514.999999999998,109.98999999999982,16.260000000000023,batch_20260109_2216,2026-01-09 18:38:59
70cef63975a8ff26f04eca45553ef18bada717b5697b0d357e1bd309de1fa832,2016-10-06,2016-10-01,pr,credit_card,ferramentas_jardim,20158.56000000002,1,1874.6400000000056,139.99000000000012,16.230000000000015,batch_20260109_2216,2026-01-09 18:38:59
909fc16547b37e2b1d87120567563c30634e316cfc4d9da9e9428d66a7b4b754,2016-10-06,2016-10-01,sp,debit_card,bebes,23025.600000000035,1,2114.7599999999925,159.90000000000023,16.329999999999966,batch_20260109_2216,2026-01-09 18:38:59
c5b104e1f3aaad1ddcaf844169c48d5d806e57e828c7c5b299370570066efbc5,2016-10-06,2016-10-01,sc,credit_card,moveis_decoracao,8625.599999999977,1,1029.8399999999976,59.899999999999835,25.920000000000048,batch_20260109_2216,2026-01-09 18:38:59
643d3dcfd8213a9c520980011d92398e61f51cfa19cee0b4cc5355f968005abb,2016-10-06,2016-10-01,rj,credit_card,pet_shop,15825.599999999964,1,1534.3199999999968,109.89999999999975,17.960000000000026,batch_20260109_2216,2026-01-09 18:38:59
d808a214967c33e8641a0ed301f8b9d8337d71992e77265546c393395dff74fc,2016-10-06,2016-10-01,go,credit_card,moveis_decoracao,7056.0,1,889.800000000001,49.0,25.15000000000006,batch_20260109_2216,2026-01-09 18:38:59
fd8d922ba5cef9cc7edf60046b0be7f3a460861af21b313fcbf75cedd3943ec7,2016-10-06,2016-10-01,df,credit_card,perfumaria,5745.599999999991,1,671.4000000000018,39.89999999999994,16.049999999999994,batch_20260109_2216,2026-01-09 18:38:59
af1829e58c184acfe93723bfee9040321749a4ecc4bd35064d339cda4320f482,2016-10-06,2016-10-01,rj,boleto,perfumaria,3232.800000000004,1,363.1800000000001,44.900000000000055,15.630000000000008,batch_20260109_2216,2026-01-09 18:38:59
97a025f91c514211f39e830a922170707a16801630e13fce7afb2751d021b406,2016-10-06,2016-10-01,sp,credit_card,pet_shop,14385.599999999966,1,1393.92,99.89999999999976,16.260000000000023,batch_20260109_2216,2026-01-09 18:38:59
c3bca521d47ec1ed313c758b829691afa9968e655b4afdd1fec6454d644980c0,2016-10-06,2016-10-01,df,credit_card,relogios_presentes,93480.47999999979,1,8055.720000000013,649.1699999999986,22.139999999999983,batch_20260109_2216,2026-01-09 18:38:59
bb4cd56cdd44b7f07552004ffc60be8559ed4c9d1316c62548de34775b474a84,2016-10-06,2016-10-01,rn,credit_card,utilidades_domesticas,57571.20000000028,1,5606.399999999972,199.90000000000097,33.7,batch_20260109_2216,2026-01-09 18:38:59
